feedback,issue,distance,76/150,,,,,27/50,,feedback,issue,distance,55/100,,,,result,distance,Appproach,,,Matching Bug report,Sentence MiniLM nouns & verbs,Matching Bug report,Sentence MiniLM,,,result,NEXTCLLOUD,FIREFOX,
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",Host not found! basic authentication scheme selected,0.45486635,0,46,,,,,,,,,,,,,TRUE,0.6477152,Sentence MiniLM nouns & verbs,,,FALSE,0.60714847,FALSE,0.7125817,,,FALSE,0.5399862,0.7771928,TRUE
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Auto Upload stays active even after account removal on device,0.48132747,0,,,,,,,,,,,,,,TRUE,0.6176663,Sentence MiniLM nouns & verbs,,,FALSE,0.48709962,FALSE,0.6114795,,,FALSE,0.53490406,0.75834465,TRUE
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Android - Auto Upload STILL not working after 1.5 Years!!!,0.40896738,0,,,,,,,,,,,,,,TRUE,0.61667025,Sentence MiniLM nouns & verbs,,,FALSE,0.48075998,FALSE,0.6878835,,,FALSE,0.531543,0.7414022,FALSE
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,"Clicking ""On this device"" and the ""All Files"" does not go back to all files screen",0.39525032,0,47,,,,,,,,,,,,,TRUE,0.6096198,Sentence MiniLM nouns & verbs,,,FALSE,0.4532584,FALSE,0.6020204,,,FALSE,0.577115,0.6877938,FALSE
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Auto upload doesn't work on Android for already uploaded photos.,0.63429636,0,,,,,,,,,,,,,,TRUE,0.71145284,Sentence MiniLM nouns & verbs,,,FALSE,0.46416652,FALSE,0.6273989,,,FALSE,0.55622053,0.6668253,TRUE
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Auto upload not working on Samsung Galaxy S10 with Android 10,0.58372563,0,,,,,,,,,,,,,,TRUE,0.5399862,Sentence MiniLM nouns & verbs,,,FALSE,0.45486635,FALSE,0.6436924,,,FALSE,0.46843576,0.5571897,FALSE
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",AutoUpload not working with multiple photo's,0.57725966,1,48,,,,,,,,,,,,,TRUE,0.53490406,Sentence MiniLM nouns & verbs,,,FALSE,0.48132747,FALSE,0.63760376,,,FALSE,0.44824642,0.5161962,TRUE
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",auto upload: files not visible within app before uploaded,0.7353552,1,,,,,,,,,,,,,,TRUE,0.531543,Sentence MiniLM nouns & verbs,,,FALSE,0.40896738,FALSE,0.6477152,,,FALSE,0.4426339,0.5107266,TRUE
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Existing files auto upload freezes app,0.7008537,0,,,,,,,,,,,,,,TRUE,0.81269884,Sentence MiniLM nouns & verbs,,,FALSE,0.39525032,FALSE,0.6176663,,,FALSE,0.729115,0.66972786,FALSE
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Fc app on selecting storage folder auto uploaded,0.6468841,0,49,,,,,,,,,,,,,TRUE,0.577115,Sentence MiniLM nouns & verbs,,,FALSE,0.63429636,FALSE,0.61667025,,,FALSE,0.70949626,0.64145994,TRUE
Used to work great now you it just crashes every time you try to log on,"Just start from PlayMarket try login, crash",0.6279212,1,,,,,,,,,,,,,,TRUE,0.46843576,Sentence MiniLM nouns & verbs,,,FALSE,0.58372563,FALSE,0.71427244,,,FALSE,0.73161095,0.61673826,TRUE
Used to work great now you it just crashes every time you try to log on,App does not not log in on Android or crashes,0.62410337,1,,,,,,,,,,,,,,TRUE,0.44824642,Sentence MiniLM nouns & verbs,,,FALSE,0.7008537,FALSE,0.44824642,,,FALSE,0.7232516,0.5898075,FALSE
Used to work great now you it just crashes every time you try to log on,App crashes when trying to login with 2FA notifications enabled,0.59292877,1,50,,,,,,,,,,,,,TRUE,0.4426339,Sentence MiniLM nouns & verbs,,,FALSE,0.6468841,FALSE,0.4426339,,,FALSE,0.7523539,0.80839014,TRUE
"even when disabling ALL automatic uploads, it still tries to upload files.",Existing files auto upload freezes app,0.64003533,0,,,,,,,,,,,,,,TRUE,0.70949626,Sentence MiniLM nouns & verbs,,,FALSE,0.64003533,FALSE,0.70949626,,,FALSE,0.7465169,0.7909742,FALSE
"even when disabling ALL automatic uploads, it still tries to upload files.","Auto upload does nothing, manual upload works",0.60507745,0,,,,,,,,,,,,,,TRUE,0.7523539,Sentence MiniLM nouns & verbs,,,FALSE,0.60507745,FALSE,0.73161095,,,FALSE,0.73847795,0.78922206,TRUE
"even when disabling ALL automatic uploads, it still tries to upload files.",Auto upload doesn't work on Android for already uploaded photos.,0.6046202,0,51,,,,,,,,,,,,,TRUE,0.7465169,Sentence MiniLM nouns & verbs,,,FALSE,0.6046202,FALSE,0.67647374,,,FALSE,0.663684,0.7420543,FALSE
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",auto upload: files not visible within app before uploaded,0.6533791,0,,,,,,,,,,,,,,TRUE,0.663684,Sentence MiniLM nouns & verbs,,,FALSE,0.6533791,FALSE,0.7523539,,,FALSE,0.644089,0.7302215,FALSE
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",Bug by auto uploading files from smartphone,0.6007223,0,,,,,,,,,,,,,,TRUE,0.644089,Sentence MiniLM nouns & verbs,,,FALSE,0.6007223,FALSE,0.73847795,,,FALSE,0.6291651,0.7051226,TRUE
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",Existing files auto upload freezes app,0.59880114,0,52,,,,,,,,,,,,,TRUE,0.6291651,Sentence MiniLM nouns & verbs,,,FALSE,0.59880114,FALSE,0.663684,,,,0.70081913,0.68311036,TRUE
,,,,,,,,,,,,,,,,,TRUE,0.59012675,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.5435673,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.6812566,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.62538844,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.6738831,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.63112897,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.6151635,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.6737165,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.58317524,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.5736331,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.6480105,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.6827401,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.48530737,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.4315572,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.4279085,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.5107155,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,TRUE,0.46320307,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.4399591,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.563619,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.53832835,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.54471236,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.54336643,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6408295,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.63138616,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.62646717,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.56617516,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5617562,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.64005697,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.624732,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.7235426,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.667723,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6652187,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6264973,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.600837,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5830168,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5929771,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5887288,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.766583,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.7309682,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.7263975,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6634486,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6564607,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.63834196,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5897689,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.57338774,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5533695,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6054522,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5562403,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5678605,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.63083166,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5393858,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.528077,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6909273,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6834008,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6829928,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.59226084,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5827657,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5653759,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6387133,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6245025,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.60223484,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5792202,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5397458,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.52400684,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6130793,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6050016,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6422049,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.7187669,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.61009955,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6095713,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.45938778,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.57725966,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.7353552,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6279212,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.62410337,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.59292877,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5391481,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.65882087,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5947154,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5569469,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.53777075,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.67637855,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.66922003,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6954238,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6577765,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5237374,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.42563683,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.41200665,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.39636725,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5957323,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5534493,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5871558,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.49971816,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.52794176,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.50700927,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.49811485,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5511332,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.61249375,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5440371,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.4904355,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.4637669,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5528239,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.44291872,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.40313986,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5811641,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5657696,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5575518,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.55023897,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5524468,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.56398016,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5634157,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.55202776,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.65200573,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.58821094,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.59549034,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5308542,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6552788,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6109036,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6019916,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5401187,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5275396,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5126654,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.58186245,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6819926,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6614735,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5898499,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.57509565,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.5742955,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.69343257,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.64334303,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.60714847,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.48709962,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.48075998,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.4532584,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.46416652,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.45486635,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.48132747,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.40896738,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.39525032,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.63429636,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.58372563,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.7008537,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6468841,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.64003533,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.60507745,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6046202,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6533791,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.6007223,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FALSE,0.59880114,Sentence MiniLM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.53414315,Sentence MiniLM,,,,,,,,,,,,
